date,amount,category,subcategory,description,payment_mode
2026-03-13 11:45:17,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-06-18 09:38:59,39.94,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-01-20 20:17:00,73.79,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-02-11 18:14:51,630.6,Food,Restaurant,Paid for restaurant,UPI
2026-01-07 09:42:30,141.32,Food,Groceries,Paid for groceries,UPI
2026-04-20 20:04:55,5713.88,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2025-12-08 23:25:00,232.24,Food,Groceries,Paid for groceries,Debit Card
2026-02-23 23:27:18,94.4,Food,Groceries,Paid for groceries,Cash
2026-03-30 15:41:22,227.87,Food,Groceries,Paid for groceries,Credit Card
2026-03-31 11:42:02,580.95,Other,Hostel Security,Paid for hostel security,UPI
2026-06-08 09:24:00,145.71,Food,Groceries,Paid for groceries,UPI
2026-03-26 15:41:13,579.88,Food,Restaurant,Paid for restaurant,UPI
2025-08-27 23:38:39,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-05-06 08:08:01,20.77,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-05-07 13:08:14,2207.69,Education,Exam Registration,Paid for exam registration,Debit Card
2025-11-07 11:09:32,14.1,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-04-16 16:47:29,1558.81,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-04-13 13:04:12,300,Medical,Doctor Consultation,Paid for doctor consultation,Cash
2025-10-23 20:57:18,155.39,Food,Groceries,Paid for groceries,Cash
2026-06-18 19:47:55,31.28,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-31 18:25:42,304.27,Food,Restaurant,Paid for restaurant,UPI
2026-04-25 17:03:21,714.63,Other,Hostel Security,Paid for hostel security,Credit Card
2026-03-29 17:08:34,154.1,Entertainment,Movie Ticket,Movie with hostel mates,Credit Card
2026-03-11 23:18:59,21.43,Snacks,Tea/Coffee,Chai & biscuits,UPI
2025-11-27 19:21:05,2022.73,Education,Exam Registration,Paid for exam registration,UPI
2026-01-05 11:18:47,739.7,Food,Restaurant,Paid for restaurant,UPI
2026-03-28 19:08:05,93.95,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-11-23 17:14:09,1106.01,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2025-09-13 14:24:28,231.78,Food,Groceries,Paid for groceries,UPI
2025-11-23 18:20:51,22.83,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-01-23 17:13:03,79.55,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2026-04-07 20:17:14,71.35,Food,Groceries,Paid for groceries,UPI
2025-12-26 10:30:06,100.56,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-02-10 19:35:56,323.26,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2026-03-27 14:04:34,438.11,Food,Restaurant,Paid for restaurant,UPI
2025-10-10 18:20:13,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-06-10 10:19:56,58.91,Travel,Metro Fare,Paid for metro fare,UPI
2026-01-26 22:59:43,666,Recharge,Mobile Data,Paid for mobile data,UPI
2026-03-28 09:51:32,261.81,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-05-13 10:54:10,314.8,Food,Zomato/Swiggy,Biryani order,UPI
2025-11-21 14:32:41,675.37,Shopping,Clothes,Paid for clothes,Debit Card
2026-05-13 22:04:29,496.49,Entertainment,Movie Ticket,Popcorn and ticket,UPI
2026-04-18 23:26:40,460.17,Food,Restaurant,Paid for restaurant,UPI
2025-12-17 11:41:39,773.16,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-08 18:05:57,222.52,Food,Groceries,Paid for groceries,Cash
2026-06-14 20:17:02,315.37,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-06-19 09:48:11,320.25,Food,Zomato/Swiggy,Biryani order,UPI
2026-05-20 21:22:19,133.92,Education,Stationery,Paid for stationery,UPI
2026-06-16 13:52:55,672.7,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-10-19 09:13:11,23.72,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-12-26 21:12:40,609.24,Shopping,Clothes,Paid for clothes,UPI
2026-05-25 10:23:11,768.94,Food,Restaurant,Paid for restaurant,UPI
2026-06-28 10:13:34,2463.02,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2026-02-14 09:00:16,380.28,Entertainment,Movie Ticket,Movie with hostel mates,UPI
2026-01-29 15:50:26,611.47,Food,Restaurant,Paid for restaurant,UPI
2026-06-15 09:57:12,44.13,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-02 14:37:37,2900.94,Shopping,Clothes,Paid for clothes,Debit Card
2026-06-18 10:15:11,122.08,Food,Groceries,Paid for groceries,UPI
2026-05-10 10:16:38,203.02,Food,Zomato/Swiggy,Pizza party,UPI
2026-04-06 08:36:36,42.86,Education,Reference Books,Paid for reference books,UPI
2026-05-05 09:08:08,626.94,Food,Restaurant,Paid for restaurant,Cash
2026-05-31 11:06:27,298.7,Food,Restaurant,Paid for restaurant,UPI
2026-05-18 11:16:09,197.76,Food,Zomato/Swiggy,Late night dessert,Debit Card
2025-11-10 18:25:41,43.22,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-02-09 14:12:59,16.09,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-06-23 23:51:07,247.33,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-06-17 11:06:40,545.69,Food,Restaurant,Paid for restaurant,UPI
2026-06-03 22:15:11,36.11,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-04-20 08:33:57,4061.95,Education,Online Course,Paid for online course,Debit Card
2026-05-24 11:15:42,6145.9,Travel,Train/Flight Home,Paid for train/flight home,UPI
2025-12-07 22:43:22,258.1,Entertainment,Movie Ticket,Popcorn and ticket,Debit Card
2025-12-26 14:50:27,500,Medical,Doctor Consultation,Paid for doctor consultation,UPI
2025-10-30 16:03:59,719,Recharge,Mobile Data,Paid for mobile data,Credit Card
2026-05-17 16:35:07,211.49,Food,Groceries,Paid for groceries,UPI
2025-08-01 13:09:31,3446.23,Food,Hostel Mess,Paid for hostel mess,Debit Card
2025-11-26 08:01:30,4354.36,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2025-09-24 11:06:30,345.95,Food,Restaurant,Paid for restaurant,Debit Card
2026-03-28 14:24:53,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Debit Card
2026-02-28 16:44:29,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-05-08 09:19:18,62.26,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-06-07 16:46:28,2240.16,Entertainment,Weekend Outing,Paid for weekend outing,Debit Card
2026-04-25 10:39:15,7510.84,Shopping,Electronics,Paid for electronics,UPI
2025-10-11 20:45:15,21.9,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-03-13 20:29:46,511.75,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-03-31 11:27:44,183.59,Food,Zomato/Swiggy,Pizza party,Credit Card
2025-08-28 18:29:37,59.84,Food,Groceries,Paid for groceries,UPI
2026-05-02 13:06:49,2875.41,Shopping,Footwear,Paid for footwear,Debit Card
2026-02-27 23:09:05,32.12,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-06-18 23:16:23,59.29,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-12-19 19:22:21,260.93,Food,Restaurant,Paid for restaurant,UPI
2025-10-18 15:33:27,711.73,Shopping,Clothes,Paid for clothes,Debit Card
2026-05-03 12:21:13,306.58,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-11-17 21:02:14,743.95,Food,Restaurant,Paid for restaurant,Credit Card
2026-02-24 19:41:27,901.91,Shopping,Footwear,Paid for footwear,UPI
2026-06-16 13:49:26,86.08,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2026-02-04 16:32:43,3053.29,Food,Hostel Mess,Paid for hostel mess,UPI
2026-05-25 11:36:29,666,Recharge,Mobile Data,Paid for mobile data,UPI
2026-03-04 22:55:41,39.15,Travel,Metro Fare,Paid for metro fare,UPI
2025-10-05 08:49:17,374.88,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-03-01 13:33:35,43.87,Snacks,Maggi & Noodles,Paid for maggi & noodles,Cash
2026-05-22 09:16:56,26.76,Snacks,Tea/Coffee,Chai at tapri,Cash
2025-11-29 13:05:16,2540.67,Shopping,Clothes,Paid for clothes,UPI
2026-06-21 14:47:51,431.05,Food,Zomato/Swiggy,Pizza party,UPI
2026-01-16 10:29:54,290.75,Food,Zomato/Swiggy,Late night dessert,UPI
2026-03-16 19:30:57,250.82,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-03-04 14:00:13,75.5,Food,Groceries,Paid for groceries,UPI
2026-01-13 19:29:19,318.84,Food,Restaurant,Paid for restaurant,UPI
2026-01-19 18:27:40,1407.94,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-04-04 15:17:33,280.52,Food,Restaurant,Paid for restaurant,UPI
2026-03-22 17:50:34,16.79,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2025-11-30 19:04:07,361.17,Shopping,Toiletries,Paid for toiletries,Cash
2026-04-29 19:54:31,422.57,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-01-15 19:30:55,33.13,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-04-11 20:55:41,17.14,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-23 23:45:53,72.78,Food,Groceries,Paid for groceries,Cash
2026-04-03 20:09:25,666,Recharge,Mobile Data,Paid for mobile data,UPI
2026-03-21 16:30:21,476.35,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-05-02 22:02:50,354.4,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-05-23 17:39:16,263.12,Food,Zomato/Swiggy,Pizza party,Cash
2026-04-28 17:18:00,845.69,Other,Laundry Services,Paid for laundry services,Credit Card
2026-02-01 14:08:35,2591.78,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-04-01 09:05:30,18.25,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-05-03 18:21:44,280.35,Food,Zomato/Swiggy,Pizza party,Cash
2026-05-11 14:36:16,37.77,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-01-26 14:35:49,29.97,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-17 08:17:05,6290.47,Shopping,Electronics,Paid for electronics,Debit Card
2025-11-10 16:23:46,2663.04,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-05-01 13:17:15,694.61,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-04-01 13:31:28,350.1,Food,Restaurant,Paid for restaurant,UPI
2026-03-22 12:10:23,109.54,Shopping,Toiletries,Paid for toiletries,UPI
2026-04-14 16:17:01,29.98,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-12-21 15:18:43,18.13,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-03-08 12:17:31,52.54,Food,Groceries,Paid for groceries,UPI
2026-03-07 17:16:34,589.84,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-06-23 19:48:31,866.6,Shopping,Clothes,Paid for clothes,UPI
2025-11-04 17:11:23,50.28,Travel,Auto/E-Rickshaw,Auto to college,Cash
2026-05-22 19:34:22,1722.38,Education,Exam Registration,Paid for exam registration,UPI
2025-10-09 22:40:20,103.51,Other,Laundry Services,Paid for laundry services,UPI
2026-03-22 17:45:05,970.34,Shopping,Clothes,Paid for clothes,UPI
2025-12-06 16:14:51,1795.0,Education,Exam Registration,Paid for exam registration,Debit Card
2026-04-11 09:43:24,531.48,Food,Restaurant,Paid for restaurant,UPI
2025-09-13 09:39:13,729.84,Shopping,Clothes,Paid for clothes,UPI
2026-04-17 12:11:23,94.25,Food,Groceries,Paid for groceries,UPI
2026-05-18 15:40:00,719,Recharge,Mobile Data,Paid for mobile data,UPI
2026-04-10 10:09:51,366.57,Food,Restaurant,Paid for restaurant,UPI
2026-02-17 15:47:25,36.16,Snacks,Tea/Coffee,Chai at tapri,Cash
2026-02-19 10:40:41,178.37,Food,Groceries,Paid for groceries,Credit Card
2026-05-14 13:25:13,84.16,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-03-22 11:32:51,11429.68,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-21 23:33:23,256.46,Shopping,Toiletries,Paid for toiletries,Credit Card
2026-05-11 14:24:17,27.09,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-03-16 15:03:39,690.75,Food,Restaurant,Paid for restaurant,UPI
2026-05-11 13:31:36,32.99,Education,Stationery,Paid for stationery,UPI
2026-06-26 12:04:45,296.59,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-02-27 09:55:22,95.17,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-04-11 21:05:59,111.93,Food,Groceries,Paid for groceries,UPI
2026-04-27 08:53:11,518.02,Shopping,Footwear,Paid for footwear,UPI
2026-05-04 10:22:35,589.32,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-20 17:37:53,441.53,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-02-15 16:56:53,22.76,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-02-28 14:55:31,175.58,Food,Groceries,Paid for groceries,Cash
2026-03-11 08:43:53,243.17,Food,Groceries,Paid for groceries,Credit Card
2025-08-26 11:39:03,951.05,Shopping,Clothes,Paid for clothes,Cash
2026-03-04 16:20:05,1648.32,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-03-26 08:36:18,2206.57,Shopping,Footwear,Paid for footwear,Debit Card
2026-06-10 13:45:22,261.93,Entertainment,Movie Ticket,IMAX show,UPI
2025-09-14 21:45:35,2608.34,Shopping,Footwear,Paid for footwear,Debit Card
2026-04-11 21:20:32,148.75,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-01-03 09:43:27,334.8,Food,Restaurant,Paid for restaurant,UPI
2026-05-27 19:07:28,1122.17,Shopping,Electronics,Paid for electronics,UPI
2026-05-18 16:53:26,1403.44,Medical,First Aid,Paid for first aid,UPI
2026-01-15 11:52:13,51.1,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-03-09 19:35:34,686.34,Food,Restaurant,Paid for restaurant,Credit Card
2025-12-08 13:11:15,2736.8,Shopping,Clothes,Paid for clothes,UPI
2025-12-20 08:42:24,2670.69,Shopping,Clothes,Paid for clothes,Credit Card
2026-05-13 23:04:54,126.34,Food,Groceries,Paid for groceries,Cash
2026-05-03 18:54:57,193.52,Food,Zomato/Swiggy,Late night dessert,Cash
2025-11-18 14:32:11,440.53,Medical,First Aid,Paid for first aid,Debit Card
2026-03-16 22:21:14,267.86,Food,Zomato/Swiggy,Biryani order,UPI
2026-03-15 08:04:12,17.17,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-11 11:37:37,191.37,Other,Laundry Services,Paid for laundry services,Debit Card
2026-02-14 09:30:38,555.04,Food,Restaurant,Paid for restaurant,UPI
2025-07-14 08:35:53,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-02-07 18:54:46,691.21,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2026-01-15 15:52:53,17.32,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-04-27 13:44:34,390.39,Medical,First Aid,Paid for first aid,UPI
2025-11-30 08:12:21,81.52,Shopping,Toiletries,Paid for toiletries,UPI
2026-05-06 17:17:06,225.76,Food,Groceries,Paid for groceries,UPI
2026-06-28 14:05:04,221.98,Food,Zomato/Swiggy,Late night dessert,Cash
2026-06-23 14:37:33,2226.05,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2025-11-09 23:13:42,142.88,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-03-06 19:13:15,93.0,Education,Stationery,Paid for stationery,UPI
2026-03-20 14:34:45,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-06-21 22:19:37,417.06,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-05-04 23:29:12,19.82,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-05-18 11:32:17,193.89,Shopping,Toiletries,Paid for toiletries,UPI
2026-02-14 11:26:30,363.86,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-05-11 21:22:48,24.06,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-05-25 20:13:55,170.06,Food,Zomato/Swiggy,Biryani order,UPI
2025-09-24 22:32:59,666,Recharge,Mobile Data,Paid for mobile data,UPI
2026-03-28 13:19:19,2955.24,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-04-29 11:04:07,370.98,Food,Zomato/Swiggy,Late night dessert,Cash
2026-03-10 10:23:46,316.63,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-06-26 08:16:27,156.12,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2025-11-15 21:01:49,719,Recharge,Mobile Data,Paid for mobile data,Credit Card
2025-12-27 08:10:54,148.07,Food,Groceries,Paid for groceries,UPI
2026-06-09 08:10:40,1520.57,Shopping,Clothes,Paid for clothes,Debit Card
2026-06-08 08:12:40,98.45,Food,Groceries,Paid for groceries,UPI
2026-04-03 14:30:18,713.49,Food,Restaurant,Paid for restaurant,UPI
2026-04-23 21:45:58,2488.02,Entertainment,Weekend Outing,Paid for weekend outing,Credit Card
2026-04-15 12:31:07,207.95,Food,Groceries,Paid for groceries,Cash
2025-10-16 19:04:27,3620.69,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-02-12 18:56:27,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-05-26 13:47:51,73.74,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-09-30 18:10:17,331.81,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-06-06 11:33:20,3499.66,Food,Hostel Mess,Paid for hostel mess,UPI
2026-06-04 13:53:07,149,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-06-03 20:22:52,463.4,Education,Stationery,Paid for stationery,UPI
2025-09-30 10:37:28,32.71,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2025-12-10 10:40:47,2238.35,Travel,Train/Flight Home,Paid for train/flight home,UPI
2025-12-27 20:46:30,550.16,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-11-15 23:48:22,45.2,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2026-06-17 18:05:23,184.74,Food,Zomato/Swiggy,Pizza party,UPI
2026-06-22 14:16:10,38.83,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-23 23:12:10,8385.12,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-01 15:21:32,41.93,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-03-12 23:45:45,455.91,Food,Restaurant,Paid for restaurant,UPI
2025-12-31 18:09:31,523.83,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-09-22 15:48:17,15.42,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2025-09-24 14:01:24,276.61,Food,Zomato/Swiggy,Late night dessert,UPI
2026-03-06 09:26:17,575.17,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2025-12-19 17:13:23,407.87,Food,Zomato/Swiggy,Pizza party,UPI
2026-06-02 09:42:07,299,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2026-06-25 13:53:22,540.82,Food,Restaurant,Paid for restaurant,UPI
2025-09-24 10:09:26,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-05-09 13:19:34,187.23,Food,Zomato/Swiggy,Biryani order,Cash
2026-03-15 08:17:57,225.8,Education,Stationery,Paid for stationery,Debit Card
2026-01-07 21:47:03,231.99,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2025-12-26 09:33:51,299,Recharge,Mobile Data,Paid for mobile data,UPI
2026-06-01 22:15:54,401.41,Food,Zomato/Swiggy,Biryani order,UPI
2026-05-23 13:11:18,239.48,Entertainment,Movie Ticket,Popcorn and ticket,Debit Card
2025-12-08 18:33:48,53.35,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-05-01 23:34:45,4511.44,Shopping,Electronics,Paid for electronics,UPI
2025-12-14 15:12:27,1865.18,Education,Exam Registration,Paid for exam registration,UPI
2025-11-10 20:32:06,702.24,Food,Restaurant,Paid for restaurant,Debit Card
2025-11-28 10:38:21,52.78,Food,Groceries,Paid for groceries,Cash
2025-11-04 16:25:24,554.6,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2026-06-04 16:18:24,2745.66,Shopping,Footwear,Paid for footwear,Debit Card
2025-11-17 08:06:42,476.22,Entertainment,Movie Ticket,Movie with hostel mates,Credit Card
2025-11-28 22:42:32,199.72,Education,Stationery,Paid for stationery,UPI
2026-06-20 22:36:51,25.19,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-14 22:44:47,217.24,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2026-01-28 12:30:26,61.82,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-11-10 17:31:34,766.04,Education,Online Course,Paid for online course,Credit Card
2026-03-28 14:11:49,1348.92,Shopping,Footwear,Paid for footwear,UPI
2025-11-05 23:52:29,108.71,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2026-03-08 22:47:13,196.51,Shopping,Toiletries,Paid for toiletries,Credit Card
2026-06-08 22:28:09,425.71,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-04-24 21:44:39,4884.49,Education,Online Course,Paid for online course,Debit Card
2026-06-19 15:51:00,75.06,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-15 14:02:45,728.3,Medical,First Aid,Paid for first aid,Cash
2026-04-04 12:00:28,90.57,Shopping,Toiletries,Paid for toiletries,UPI
2026-03-27 13:49:52,214.57,Food,Groceries,Paid for groceries,UPI
2025-11-16 14:16:16,402.18,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-06-14 23:04:09,2900.53,Shopping,Clothes,Paid for clothes,Debit Card
2026-05-30 12:16:33,15.35,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2026-06-07 22:52:55,415.56,Food,Zomato/Swiggy,Biryani order,Debit Card
2026-02-21 12:38:39,2296.99,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-02-24 10:08:43,222.42,Food,Groceries,Paid for groceries,Debit Card
2026-03-21 20:55:08,180.96,Food,Zomato/Swiggy,Pizza party,Debit Card
2026-02-20 18:12:48,110.43,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-06-27 11:05:00,11.45,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-05-21 11:49:19,99.86,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-17 10:58:33,140.41,Food,Groceries,Paid for groceries,UPI
2026-04-24 09:44:38,1519.94,Education,Exam Registration,Paid for exam registration,Credit Card
2026-05-05 21:08:12,1680.99,Shopping,Clothes,Paid for clothes,Cash
2026-06-29 22:57:04,36.6,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-05-12 19:32:53,768.61,Food,Restaurant,Paid for restaurant,UPI
2025-11-23 12:41:24,309.62,Food,Restaurant,Paid for restaurant,Cash
2026-06-21 15:00:04,522.31,Food,Restaurant,Paid for restaurant,UPI
2026-01-11 08:36:01,2449.82,Shopping,Clothes,Paid for clothes,Credit Card
2026-02-09 19:32:18,248.23,Food,Groceries,Paid for groceries,Debit Card
2026-03-04 08:00:08,2798.56,Food,Hostel Mess,Paid for hostel mess,Debit Card
2026-05-02 18:06:55,741.01,Food,Restaurant,Paid for restaurant,UPI
2026-05-17 14:36:07,10049.78,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-15 16:20:11,13.0,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-29 18:34:50,219.09,Food,Groceries,Paid for groceries,UPI
2026-04-06 18:20:12,59.76,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-10-04 12:01:06,25.4,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-02-10 13:56:12,668.28,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Cash
2026-05-28 15:45:49,839,Recharge,Mobile Data,Paid for mobile data,UPI
2026-03-02 21:14:05,1743.14,Education,Online Course,Paid for online course,UPI
2025-12-22 19:21:30,127.82,Food,Groceries,Paid for groceries,UPI
2026-05-19 15:25:35,2480.74,Shopping,Clothes,Paid for clothes,Debit Card
2026-02-26 08:55:36,666,Recharge,Mobile Data,Paid for mobile data,Cash
2026-05-11 14:20:44,476.14,Other,Miscellaneous,Paid for miscellaneous,Debit Card
2026-02-07 10:30:54,176.84,Food,Zomato/Swiggy,Pizza party,Cash
2026-04-16 19:10:49,26.06,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-31 16:20:52,343.01,Other,Laundry Services,Paid for laundry services,Debit Card
2025-09-04 22:11:57,149,Recharge,OTT Subscription,Paid for ott subscription,Cash
2026-04-10 16:17:59,106.1,Food,Groceries,Paid for groceries,UPI
2026-01-27 08:16:17,574.44,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2026-01-24 18:31:48,213.21,Food,Groceries,Paid for groceries,Credit Card
2025-10-13 11:48:33,27.38,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2025-11-03 14:10:42,3957.89,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-03-13 19:21:53,424.89,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-02-23 20:49:34,477.09,Food,Restaurant,Paid for restaurant,UPI
2026-02-12 10:47:26,385.82,Food,Zomato/Swiggy,Late night dessert,Debit Card
2026-05-26 11:41:22,612.42,Food,Restaurant,Paid for restaurant,Cash
2026-03-30 12:48:20,54.46,Other,Laundry Services,Paid for laundry services,UPI
2025-09-09 22:32:38,4373.98,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-01-12 12:10:29,382.05,Shopping,Toiletries,Paid for toiletries,UPI
2026-03-26 20:06:29,921.23,Medical,Pharmacy,Paid for pharmacy,UPI
2025-12-06 22:24:23,303.69,Food,Zomato/Swiggy,Late night dessert,Cash
2025-10-22 19:15:11,540.33,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-09-27 16:53:39,2438.81,Shopping,Clothes,Paid for clothes,Credit Card
2026-06-29 15:55:50,332.61,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-01-05 11:40:15,739.9,Shopping,Footwear,Paid for footwear,UPI
2026-05-27 16:59:07,550.88,Food,Restaurant,Paid for restaurant,UPI
2026-04-27 20:11:14,52.19,Travel,Metro Fare,Paid for metro fare,UPI
2026-02-28 16:33:00,107.72,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-05-29 17:55:22,544.58,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2025-07-24 19:59:41,242.35,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-03-05 17:48:59,19.14,Travel,Auto/E-Rickshaw,Shared auto to market,Cash
2026-06-29 22:53:22,299,Recharge,Mobile Data,Paid for mobile data,Cash
2025-11-28 20:00:43,1611.2,Shopping,Footwear,Paid for footwear,Debit Card
